chrom	start	end	Fst	PBS	PBS_s	PBS_p
2R	805092	821946	-0.003185006213991779	0.004195847951823605	0.52892504091152	0.5968574502332624
2R	821995	836027	-0.0027714326867688843	0.0029040274417899644	0.34412063443359164	0.7307555654731763
2R	836047	865451	-0.0025015004104511156	0.004170421398545228	0.5252875858232218	0.5993832859932078
2R	865454	878569	-0.004742661329704067	0.0011630405650770548	0.09505968212806351	0.9242674220062068
2R	878613	895742	-0.002483914704977007	-0.00018203826740550275	-0.09736371831515339	0.9224375563879791
2R	895775	910919	-0.0003512230198138473	-0.004021959400569945	-0.6466926230853905	0.5178308984022484
2R	910925	925435	-0.001646095049028306	0.003083636404159126	0.36981501490745883	0.7115203268858015
2R	925439	938292	-0.0021086429241336593	-0.00045921989309855607	-0.13701658450277732	0.891017686207384
2R	938297	952349	-0.001553045441018513	0.00028647899997103713	-0.030338884098883228	0.975796785808692
2R	952353	965405	-0.0031636513223257377	-0.002239893803591674	-0.391755058310445	0.6952392043534301
2R	965408	979415	-0.004248684373078529	0.003137785873837653	0.3775614940253466	0.7057563741789596
2R	979431	992885	-0.0027393570064592272	0.006060305778818985	0.7956494189847839	0.4262358339495764
2R	992906	1009654	-0.0019921247076272117	-0.0005830402290833671	-0.1547299924598741	0.8770341841753011
2R	1009666	1024280	-0.00156839309693089	-0.0025434148945846875	-0.4351759783522211	0.6634346974131535
2R	1024284	1041161	-0.001128380872236811	0.0029180952679859797	0.3461331402348206	0.7292426586822758
2R	1041233	1057724	0.00014694895384066988	0.0015668106973608118	0.1528219633975188	0.8785386768953776
2R	1057735	1071928	0.0004191041777908409	-0.0016045664792655775	-0.3008668209900474	0.7635160517398448
2R	1071930	1084850	0.0013579822189395603	0.0028915663549278466	0.3423379844882338	0.7320965530520794
2R	1084900	1100547	-0.00018959299220918814	0.0004046655529437614	-0.013431430156053527	0.9892835914625576
2R	1100560	1115999	0.0035887392879168016	-0.0028226155558564196	-0.4751176823999637	0.6347030957603269
2R	1116011	1131490	0.006496464565447266	0.00026142878657438214	-0.033922501004604685	0.9729389503051312
2R	1131497	1148326	0.011660669583518699	0.0015992985551692373	0.15746958993184987	0.874874772587748
2R	1148327	1169188	0.006532013772597288	0.008039519798954885	1.0787905128465656	0.28068112505969545
2R	1169245	1188499	0.00132794625384367	0.002903388412171734	0.3440292165559518	0.7308243140425359
2R	1188507	1205775	0.00018131342783568724	0.002925805263778895	0.34723611172767915	0.728413943389487
2R	1205811	1233616	-0.0025800855618935696	0.003101651909405357	0.3723922651744816	0.7096008119903694
2R	1233647	1258055	-0.003939463676242151	-0.002175590745814392	-0.3825560338833308	0.7020489745827367
2R	1258346	1275992	-0.0036145702702388522	-0.0017785528534613056	-0.3257568489534918	0.7446083288839105
2R	1275998	1294245	0.000546042228854254	-0.0033349505650680073	-0.5484109662267903	0.5834097482610033
2R	1294316	1310878	-0.0003019414989405916	-0.009486302964961498	-1.428407080601297	0.15317472234219082
2R	1310887	1326175	-0.0006154850322816623	0.001089749936137752	0.08457491967358816	0.9325993388121604
2R	1326177	1341551	-0.00530276371428198	-0.0006880034536378606	-0.16974575220756347	0.8652100911017937
2R	1341557	1364848	-0.002392091885337471	0.0013122875942137003	0.11641056518338332	0.9073271625175131
2R	1364853	1381696	-0.003540057824124205	0.0017207171848909468	0.17483941617845403	0.8612058157037498
2R	1381735	1397928	0.0012920908012337348	-0.004269641788830234	-0.6821254068211795	0.49515965651010574
2R	1397947	1415293	0.0016654059408595244	-0.004647324774179427	-0.7361557302307777	0.46163593009636017
2R	1415313	1433160	-0.004446606498564894	0.0018547627281409907	0.19401561509225723	0.8461636551426825
2R	1433164	1450536	-0.00408310057103764	-0.0026181667677306767	-0.44586978251662335	0.65569131089351
2R	1450777	1466546	-0.004298108431082358	-0.0013852369903269435	-0.269490127624685	0.7875525383179715
2R	1466673	1485722	-0.002195762128818377	-0.0017594671018225534	-0.32302649208395046	0.7466751788930943
2R	1485734	1504547	-0.002898891185604569	-0.0016920692514368072	-0.31338473485708795	0.7539883803729238
2R	1504568	1522695	-0.0019972551639862966	-0.0065327791868326456	-1.0058838240063561	0.31447145837677104
2R	1522701	1540124	0.00043246620981507114	-0.004356626805134607	-0.6945692519109157	0.48732528732708047
2R	1540147	1555363	0.005156926099262594	0.0015352114742451324	0.14830146257894555	0.8821048611529589
2R	1555373	1572222	0.0010362360794035166	0.00025352579132601323	-0.035053082486264764	0.9720374131512796
2R	1572225	1591005	0.0004997344015484531	0.0003405931198400981	-0.022597462030722333	0.9819713683180575
2R	1591068	1608463	-0.002689520772013064	-0.0031542044129083064	-0.5225539024059248	0.6012847267375084
2R	1608493	1631131	-0.00042078281115204036	0.00013870738666841483	-0.05147869808895985	0.9589440758037585
2R	1631143	1652518	0.0025613432385001907	-0.003218882844891068	-0.5318066268685407	0.5948599325288257
2R	1652519	1670401	0.0033042136044420145	-0.006001780438803414	-0.9299205553418031	0.3524122193631466
2R	1670415	1687398	0.00040921650056493125	-0.005202126538741037	-0.8155241951346565	0.41477232087226856
2R	1687400	1704928	0.0006516604866982397	-0.005754832264016095	-0.8945928062327649	0.3710047987608136
2R	1704932	1724737	0.0019439759708830893	-8.890711688582493e-05	-0.08404062361065187	0.9330241330246123
2R	1724746	1750661	0.000976255971108417	-0.003191029271326588	-0.5278219687129437	0.5976229078173796
2R	1750665	1770126	0.0033628470095124524	0.005088775830755494	0.6566649284670335	0.5113963900295204
2R	1770128	1789162	0.0032200887562411577	-0.0005853101470904907	-0.15505472089296662	0.8767781778724897
2R	1789168	1806718	0.003230542447111294	0.0036822205252819203	0.45544686729872463	0.6487877842961549
2R	1806720	1825409	0.0008469980841391595	0.002847744535426252	0.3360689515375461	0.7368188711916177
2R	1825413	1843825	0.0024570846238039785	0.002278937589819053	0.25469694268104925	0.798957177778517
2R	1843838	1861661	0.0020942853121745557	0.0094617090872219	1.2822451300136277	0.19975666936156455
2R	1861663	1876604	0.0016174136539079701	0.00012160019115975208	-0.05392600798063974	0.9569941154374505
2R	1876621	1894538	0.0029750334008230095	-0.0007579816377861994	-0.17975664511992334	0.8573436212847175
2R	1894580	1911719	0.0048042990711155515	0.005326615683956261	0.6906896653141213	0.4897605853450415
2R	1911745	1931006	0.0026246391100663113	0.0008400081112586224	0.04884751841232438	0.9610408131308164
2R	1931026	1955715	0.007174648838638881	0.0028134131452920825	0.331157594171698	0.7405254496367674
2R	1955717	1974465	0.005823920684245716	0.0051382586269893985	0.6637438056932797	0.5068542972177354
2R	1974500	1998451	0.004319995935848449	0.00572008447181107	0.7469782636467212	0.4550766816300815
2R	1998453	2012905	0.0028362392488325244	0.004217634174163486	0.5320417199374732	0.5946971006164486
2R	2012909	2033368	0.0008177163258699869	-0.00186074850743562	-0.3375155406059357	0.7357282990269958
2R	2033431	2053811	0.003930930318836287	0.005686219052269029	0.7421335667945014	0.45800641415453236
2R	2053838	2072102	0.0020304624708313793	0.0053416517773595944	0.6928406888468545	0.48840953434608536
2R	2072114	2087528	-3.238161361216928e-07	0.0027651867581873608	0.32425845549396415	0.7457423695709131
2R	2087531	2107979	-0.002111057539606845	-0.0008182513812110469	-0.18837867432266137	0.8505798158454192
2R	2108013	2128013	0.00037416493519868896	-1.9586123532652178e-05	-0.07412374666560327	0.940911920127537
2R	2128092	2146795	-0.0002041709309928827	-0.00047804119737531207	-0.13970911023602783	0.8888898280802306
2R	2146801	2169798	0.005628322198350611	0.0060961534679793705	0.8007776940566187	0.42326035455168276
2R	2169803	2196151	0.003794343838592994	0.000674859025310439	0.025221729402184236	0.9798781049116126
2R	2196155	2214384	0.007416587432154847	-0.0006578940012822993	-0.1654383740317826	0.868598951683593
2R	2214390	2234936	0.006862194663452478	0.003217648470011383	0.38898642463377014	0.6972861887001827
2R	2234940	2251469	0.011511197031439881	0.00597743461179041	0.783794090231372	0.43316094209704536
2R	2251484	2268453	0.00842969114383394	-0.00941995308093572	-1.4189152426547513	0.15592372785937716
2R	2268493	2281600	0.008329827201144818	0.003311854626576624	0.40246330684409576	0.6873430874528683
2R	2281618	2300309	0.0076615525472382125	-0.0005688835286963766	-0.15270477255325135	0.8786310969574435
2R	2300327	2317176	0.0064912658432448155	-0.0019377059213011945	-0.3485248635598911	0.7274460445020319
2R	2317188	2332058	0.00175938108316201	0.0059251827531292146	0.7763190782987938	0.43756061111161115
2R	2332100	2348659	-0.0021460019426513192	-0.0024554223091248096	-0.42258799309879946	0.6725958883786349
2R	2348661	2365380	-0.001738259467379056	-0.003515837736151257	-0.5742882038398089	0.565772790281663
2R	2365381	2386022	-0.0012552869166952238	-0.009741106228342717	-1.4648585577934181	0.14295951152779304
2R	2386036	2404111	0.0013409852745536316	-0.0029481225880997304	-0.49307238463791414	0.6219614425627826
2R	2404112	2419794	0.0009473786192010862	-0.001680390404171673	-0.3117139900280534	0.7552578948461603
2R	2419829	2436129	0.0018909159521742856	0.00038835780150616833	-0.015764373705103918	0.9874223705680609
2R	2436133	2451969	0.000979438929206288	-0.00037789489803031004	-0.12538244699785703	0.900220783714203
2R	2451971	2469590	-0.002564259065850575	0.004684938754453941	0.5988930703644346	0.5492441927588521
2R	2469598	2487629	-0.00497514651621495	-0.0020571679191327165	-0.36561477925208513	0.714652545328208
2R	2487665	2506058	-0.0013841294039063788	0.008490316625937076	1.1432803079887774	0.2529222282583109
2R	2506060	2521158	-0.000982840825828871	0.008489617735425734	1.1431803265709732	0.25296372874750905
2R	2521171	2535989	-0.003417110603788644	0.0033279770633943793	0.40476973977648945	0.6856467737971093
2R	2536004	2550761	-0.004858540712544455	0.0015263968510009426	0.14704046602074214	0.8831000801716661
2R	2550811	2566700	-0.0023936951160642367	0.001192962962159382	0.09934030067394213	0.9208680813399283
2R	2566701	2584078	-0.0016574716406553682	0.00456401697977374	0.5815943228786478	0.5608399678000975
2R	2584135	2599049	-0.0017379342611705745	-0.0016657965751174842	-0.3096262356568757	0.7568452029238607
2R	2599050	2618361	-0.004394043534324312	-0.002289829793349695	-0.39889876819695136	0.6899677968649938
2R	2618371	2638156	-0.002955593636606167	-0.003926196021253038	-0.6329929687297551	0.5267382346091539
2R	2638159	2657535	-0.0027422088819262207	-0.0014339957555530418	-0.2764654269005659	0.7821906105349922
2R	2657536	2677324	-0.0032241427088211773	-0.0010249925805632708	-0.21795452045923328	0.8274645469269002
2R	2677335	2696324	-0.004919754163553537	-0.0014307747642291673	-0.27600464044822537	0.782544502063989
2R	2696335	2713041	-0.004028459811630356	-0.0002291817790163654	-0.10410794370471926	0.9170836869524026
2R	2713067	2733208	-0.0015510476733602916	0.004752036639961804	0.6084919154136449	0.5428612663415615
2R	2733218	2751198	-0.0035473923639816564	-0.0005421079619412115	-0.14887433118476	0.8816527962167791
2R	2751200	2768630	-0.004710141086637962	-0.0038172009686037005	-0.6174004263777476	0.5369706408552057
2R	2768632	2787315	-0.0032344256110701055	-0.0016561999368703588	-0.3082533661121762	0.7578895478078117
2R	2787328	2804012	-0.0018673166781585304	-0.001754781732172422	-0.3223562155628727	0.7471828501575708
2R	2804033	2821649	-0.004906767215716005	-0.0023356519009456785	-0.40545395704251547	0.6851438562000356
2R	2821683	2837454	-0.006420621228444237	-0.000935222633506714	-0.20511227058280887	0.8374844097101402
2R	2837459	2861571	-0.0031339402889790564	-0.005664959181381725	-0.881735802054875	0.37791969536353476
2R	2861580	2881973	-0.004577960364484761	0.0026245031934775684	0.30413263888441416	0.7610268416297018
2R	2881987	2899605	-0.006145299934676116	0.0010056901780286158	0.07254955424133269	0.9421645707532427
2R	2899617	2914016	-0.0035303807846790228	0.0005966943786190123	0.014039702930882967	0.988798305794806
2R	2914028	2929248	-0.004936403989505558	0.0024451072717619083	0.2784687354398403	0.7806525617569166
2R	2929250	2943195	-0.005187398667896005	-0.002851759863147674	-0.479286989489716	0.631734476617101
2R	2943203	2963974	-0.0021020431307656813	-0.00396951139731722	-0.6391895512292085	0.5226996286225987
2R	2963979	2980135	-0.001695808871311838	0.005299536308624245	0.6868157618986259	0.4921988359126014
2R	2980172	2997299	-0.003216116975201445	0.01044632860824762	1.4231021800267147	0.1547065364976224
2R	2997306	3013088	-0.0031825974721858695	-0.0010252197966925149	-0.21798702539438566	0.8274392205872507
2R	3013207	3034547	-0.0032121241833525265	0.00272174292510911	0.31804349627571854	0.7504519432615988
2R	3034549	3054068	-0.0031452522691865054	-0.0031805127270487076	-0.5263174998580392	0.5986676260784404
2R	3054092	3074600	0.0007295954723744472	0.0007823738927914939	0.0406025204006737	0.9676127748261744
2R	3074619	3094182	0.00019920586460353792	-0.0005950602124454046	-0.1564495393116562	0.875678691159628
2R	3094238	3110321	-0.0022960490082370526	0.00017641521960900914	-0.04608431579511166	0.9632430469087969
2R	3110330	3126763	-0.0017668128113866248	0.004379150713672195	0.5551478465149948	0.5787935382341816
2R	3126780	3141646	0.0006863961837988835	0.00038731143775676437	-0.015914063720215678	0.98730295019729
2R	3141665	3159162	0.0018104837029482362	0.003698473234471209	0.4577719366501213	0.6471162996131119
2R	3159163	3174682	0.0013742463833754076	0.00531985270782152	0.6897221719348958	0.4903689199718362
2R	3174684	3192429	0.0030508917609734874	0.011285418279580314	1.5431401167895862	0.12279678299660275
2R	3192432	3268569	0.0009411478746797622	0.006849334211097205	0.9085257280299078	0.36360052705295454
2R	3268728	3289116	-0.0006608104156463948	0.0065978837494666135	0.8725538937392195	0.3829062806076483
2R	3289119	3303905	0.000992150176468927	0.012233188470909597	1.6787255996996846	0.09320553438912096
2R	3303922	3322279	0.003220618059077318	0.010349230693000684	1.4092116105102215	0.1587726056102925
2R	3322294	3341665	0.004596732027276557	0.024791153258417117	3.4752346434101113	0.0005104066852365852
2R	3341745	3362491	0.004094702690352497	0.01573189418660684	2.1792411343334606	0.029313759641644965
2R	3362498	3380492	0.015091649864987875	0.02316019937251245	3.2419147181291343	0.0011872954600771952
2R	3380497	3402609	0.019718200239586023	0.02317527887203138	3.244071951225323	0.0011783397680226251
2R	3402621	3424614	0.0135690371116183	0.026446489908542297	3.7120427020927993	0.00020559329007073407
2R	3424615	3462745	0.01434513198409541	0.02424943405842345	3.397737735399322	0.0006794552346870839
2R	3462760	3563321	0.011902470272388747	0.03130130098946066	4.406559063617532	1.0502567959836702e-05
2R	3563325	3652255	0.02179333367262318	0.059291251921529856	8.410727002716659	4.074771266158875e-17
2R	3652270	3667995	0.03081962950121335	0.07065822880091259	10.036856483806844	1.0496598500876524e-23
2R	3668002	3685310	0.023155758115466295	0.05846575361354985	8.292633410247838	1.1076832111292008e-16
2R	3685311	3703775	0.01767627661085821	0.05305790922147918	7.519001574060635	5.519612096364707e-14
2R	3703780	3720612	0.009526228437261811	0.03215325328460601	4.52843709313399	5.942156581233149e-06
2R	3720628	3739786	0.016635704976475568	0.0500700594801556	7.091567736463369	1.3260114699808918e-12
2R	3739791	3755780	0.010507629917945247	0.03515772123843772	4.958248288015363	7.11316210116148e-07
2R	3755781	3770483	0.0016800165246253136	0.016828333533485434	2.33609483124037	0.019486299640619296
2R	3770503	3787412	0.0023198561748456023	0.023758164877378578	3.3274580729239744	0.000876421764338712
2R	3787415	3807972	0.0055099089010855985	0.030150152028734886	4.2418787548577095	2.216564339953375e-05
2R	3807980	3825026	0.005712920607615076	0.02393497980970876	3.352752746891385	0.0008001214967593124
2R	3825027	3844594	0.00678581036606291	0.014683806678733268	2.0293045229194937	0.042427282923742156
2R	3844596	3860021	0.005208357906028652	0.028979947776329843	4.074472446749139	4.611877280488799e-05
2R	3860031	3879812	0.0024357609213380735	0.024283439475846876	3.4026024599761184	0.0006674732278470966
2R	3879837	3900942	-0.003210133709948231	0.003856220960384447	0.4803389067780996	0.6309864278696329
2R	3900944	3919124	-0.0032493398308720022	0.00855528079437471	1.1525739091486913	0.2490853173820482
2R	3919227	3935491	0.0009105107851449019	-0.0004544177265656181	-0.13632959933027478	0.8915607254406168
2R	3935496	3951833	-0.00167748922682936	0.0015980947259266274	0.1572973733220706	0.8750104902764232
2R	3951841	3966037	-0.0020989277158268457	-0.006073810482329464	-0.9402249817996742	0.34710217013344635
2R	3966087	3982102	-0.004192926877906157	0.0009239770782969565	0.06085989551545612	0.9514707889519539
2R	3982111	3998921	-0.0012047515238068935	-0.012754180661215076	-1.895900972676811	0.057973140309846995
2R	3998926	4020253	-0.004586466090542828	-0.0059784034652685565	-0.9265763076806114	0.3541465607919877
2R	4020257	4037079	-0.00418280473447892	-0.007260630656209198	-1.110008319443202	0.2669954415181689
2R	4037080	4058157	-0.004488981655498436	-0.0002860253955440132	-0.11223984030556929	0.9106332407349699
2R	4058163	4079219	-0.003111572684788095	0.000696831486395215	0.02836505124766699	0.9773709980429321
2R	4079224	4105749	-0.0015438232895851993	-0.0073243961100886	-1.1191304356864809	0.2630844971938352
2R	4105779	4127951	0.001879762510835387	-0.007394598795206944	-1.1291734451105335	0.25882467348780247
2R	4127958	4153087	-0.0018516367541891964	0.0007796945123895319	0.040219215366369604	0.9679183583765478
2R	4153088	4176398	-0.0008131083589172468	0.0017581917200991018	0.18020042351917112	0.8569952259549618
2R	4176412	4191673	0.001759403799953377	-0.004396885994017301	-0.7003286244003302	0.48372209952990775
2R	4191704	4208518	0.0033630746028772253	-0.005913163678420539	-0.9172432772839346	0.35901517350855694
2R	4208522	4229548	-0.001176758168047616	-0.0021332194130670203	-0.37649450371003074	0.7065493008328396
2R	4229551	4246305	-0.0019388747503892145	-0.0019375335246691514	-0.348500200956212	0.7274645629279135
2R	4246310	4263515	-0.004425975410303065	0.00040225480217223576	-0.013776305749866788	0.9890084460133247
2R	4263519	4280180	-0.003404519103601795	0.00436241536869773	0.5527537325717746	0.5804320542184425
2R	4280195	4300187	-0.0032004629263614162	0.006724211061329742	0.8906259429979898	0.3731298765990697
2R	4300212	4315948	0.000627861172853296	0.007996675400786002	1.0726613071922146	0.28342310683576943
2R	4315957	4335705	0.004549401465770641	0.0033501998774613777	0.4079488764537776	0.6833112083415371
2R	4335736	4352615	-0.0016810152552873933	0.0005505679971562945	0.0074409854751815545	0.9940630073590749
2R	4352616	4370548	-0.0025581624199178497	0.00381948161569934	0.4750830738383188	0.6347277623469744
2R	4370552	4389149	-0.0013608669023841957	0.0019866377147503412	0.2128812999457909	0.8314195485531124
2R	4389162	4404062	0.002299405391722061	-0.0005174004209364283	-0.14533973608005843	0.8844426429282504
2R	4404075	4419119	0.0001746546139956919	-0.0009816029307022907	-0.21174731254794632	0.8323041748435068
2R	4419123	4438127	-0.0005633616093671183	-0.0033694615649062535	-0.553348018079219	0.5800251263843369
2R	4438137	4455511	-0.0014253443947979001	-0.005374809815997803	-0.8402278055156909	0.4007806710092007
2R	4455518	4474501	-0.002176997515647118	0.00045791759372249946	-0.005813334829794267	0.99536165601791
2R	4474503	4495598	-0.0018557625744560333	-0.001975627488386485	-0.35394982209203857	0.7233764881364222
2R	4495599	4514753	-0.003143991266913525	-0.0063508010495111475	-0.979850515664795	0.3271599123654091
2R	4514767	4531631	-0.0021433316271085084	-0.0060396447949207935	-0.9353373294250379	0.34961448322866684
2R	4531641	4549343	-0.002711979410828784	0.0013790170587823613	0.1259567049128727	0.8997661960218996
2R	4549353	4570936	-0.0009789780556174882	0.003847810286673382	0.47913569816577284	0.6318420952893238
2R	4570949	4589106	-0.002371272676673219	0.0031848549006334177	0.38429506381536216	0.7007597661505809
2R	4589180	4608103	-0.0008400473557115981	-0.0017185952220475777	-0.3171794696649807	0.7511074271082596
2R	4608117	4623397	-0.003260928289077456	0.0007631859876441429	0.03785754972187665	0.9698012591820425
2R	4623443	4640867	-0.0027989533439017203	0.004175874333236032	0.526067668157625	0.5988411918857912
2R	4640869	4663188	-0.00239449968150773	-0.005226483498305159	-0.8190086369908531	0.4127814858551969
2R	4663194	4688123	-0.0006275258700894482	0.0016200543313767523	0.1604388560746506	0.8725353833188829
2R	4688132	4710301	-0.0017533833306500844	0.003083059095395861	0.36973242665117934	0.7115818682685933
2R	4710305	4735727	-0.003870016714399985	-0.0029200678396637913	-0.48905894694024493	0.6247999647191713
2R	4735827	4756625	-0.0033501460238429654	0.0024459419438515643	0.2785881414091174	0.7805609143395157
2R	4756661	4777849	0.00026688748746781345	-0.007272145068754204	-1.111655540678501	0.2662862823962939
2R	4777851	4797183	7.482307745727474e-05	-0.004173785084948471	-0.668412401701499	0.5038703812892659
2R	4797202	4816709	-0.0013656742437289447	-0.0025685787700368127	-0.4387758554493059	0.6608239568031571
2R	4816712	4840551	0.001097461987916466	-0.001371211383613795	-0.2674836616303893	0.7890967921672098
2R	4840554	4860387	0.0019542623774375994	0.009311337899886916	1.2607334278762312	0.207404906001313
2R	4860400	4883376	0.0002937734825946998	0.011409260459028917	1.5608566496145189	0.11855757761847008
2R	4883382	4908773	-0.004106561026871285	0.007005246990673549	0.9308301956150989	0.3519414074447058
2R	4908796	4931660	-0.004130505450319577	0.0020922661891586754	0.22799222856829196	0.8196522821404443
2R	4931661	4957006	0.001116127267145227	0.0076228646564273595	1.0191849362802274	0.3081151767332342
2R	4957028	5001951	-0.002319375269012423	0.00237771485383249	0.2688277553657321	0.7880622336123171
2R	5001978	5023539	-0.0008908657991031213	0.0038656888179882296	0.48169335330646373	0.6300237984552364
2R	5023547	5068594	0.0008124721279789939	-0.00011916435268584475	-0.08836914329295648	0.9295832854110451
2R	5068607	5112301	-0.005291967068407357	-0.002190251366224044	-0.3846533432481848	0.7004942669959118
2R	5112303	5138461	-0.004563423025143084	-0.0018458094369720242	-0.33537839691692206	0.7373396620354286
2R	5138462	5155288	-0.003135307364015651	-0.0036164434823180956	-0.5886805943183806	0.5560755580336959
2R	5155300	5168248	-0.002775933136837534	-0.005844394481711812	-0.9074053388992984	0.36419248717735386
2R	5168308	5185810	-0.002423575163899151	-0.0041299254195660716	-0.662137954619757	0.507882813397861
2R	5185811	5208329	-0.0026575847201979292	0.006197348642286016	0.8152544065572455	0.4149267009186568
2R	5208331	5226943	-0.00444236550179729	0.0024288028272180244	0.2761362649662091	0.782443407686849
2R	5226959	5246358	-0.0025957671746926923	0.008884034079552038	1.1996044797836807	0.23029298591940828
2R	5246401	5266935	-0.0009239129824450528	0.000887586287038633	0.05565392570190863	0.9556175045397586
2R	5266939	5287734	0.0007123561087480887	0.003205844620645009	0.3872977973365841	0.6985357560184163
2R	5287738	5305574	4.165722045972817e-06	0.003324574485288954	0.40428297600212304	0.6860046427244033
2R	5305582	5323886	-0.00017025580442997921	-0.0032745454571934383	-0.5397695721458864	0.5893559536614146
2R	5323921	5346434	0.005969050561522806	0.0142314784410108	1.9645956482296723	0.04946105605511114
2R	5346437	5367033	-0.0021569734977671183	0.0005011514831732772	0.00037159041146490266	0.9997035137545729
2R	5367071	5387015	-0.002396614956337253	-0.011119807171955888	-1.6620918480346116	0.09649435984715284
2R	5387028	5410764	-0.0046419528429069105	-0.0022821608679800226	-0.39780167212961226	0.6907763845971888
2R	5410768	5433265	0.0016328238280301378	-0.00179775242511714	-0.32850348861196454	0.74253100698581
2R	5433345	5450061	0.00046535366229154696	0.000755318958964313	0.036732113521856145	0.9706986030260508
2R	5450101	5471574	0.0014846259292999205	-0.0011043402354659307	-0.22930578493894005	0.8186312575325333
2R	5471715	5496083	-0.0003471798139418073	-0.004910829472168141	-0.7738520115157699	0.4390183108226494
2R	5496087	5516599	0.00013181829908230584	-0.003805136739193186	-0.615674549803946	0.5381093376128946
2R	5516600	5538832	0.0001380802752079875	1.5356624701236524e-05	-0.06912493003595918	0.9448901771883175
2R	5538833	5559463	0.006395685808168189	0.006163440309159987	0.810403570601832	0.4177082663788284
2R	5559475	5577567	0.004461722814084063	0.003402597551011944	0.41544474827662425	0.6778163543534361
2R	5577571	5592632	-0.0018048583893836507	-0.0014843278235220705	-0.28366579868254116	0.7766665071890018
2R	5592633	5609917	-0.0023354564150775523	-0.005127815077320098	-0.8048933951003341	0.42088120016872554
2R	5609955	5626233	-0.005617900020278146	-0.002613831955637328	-0.44524965582728643	0.6561393455992768
2R	5626235	5644808	-0.002855452200413337	0.003652140511540252	0.4511437005327532	0.6518859831755046
2R	5644848	5663226	-0.0017576128250815894	-0.0013240258678121884	-0.2607334272330087	0.7942980862121125
2R	5663276	5682490	-0.0037965215112781385	0.0012045421212991212	0.10099678438488527	0.9195530128143118
2R	5682533	5700042	-0.001678492650843732	0.0019867982286446706	0.2129042626366157	0.8314016375049189
2R	5700050	5722521	-0.002916643856111264	0.0022921177911871433	0.2565824672350959	0.7975011111068244
2R	5722569	5742291	-0.0030212114222342144	0.0044888974310341905	0.5708479200216899	0.5681027365263358
2R	5742320	5764909	0.002209228832141319	0.008801899948914003	1.1878545894960995	0.2348907030045042
2R	5764946	5785554	-0.00040501467511173467	0.0008412088097340603	0.0490192871428785	0.9609039254981979
2R	5785596	5808478	0.0006824665567970544	-0.010376247313598728	-1.555720152247765	0.11977465238623917
2R	5808616	5836272	-0.0017869527609079639	0.008172671662077377	1.0978388642581263	0.27227485752666514
2R	5836319	5857123	0.001811800722372263	-0.003486830601189836	-0.5701385202587432	0.568583750626659
2R	5857140	5875313	-0.005061652704264972	-0.00012055486327816468	-0.08856806604013306	0.9294251879250193
