chrom	start	end	Fst	PBS	PBS_s	PBS_p	PBS_p_adj
2R	1148327	1169188	0.00653201377259729	0.00803951979895489	1.07879051284657	0.280681125059695	0.970399080798059
2R	1169245	1188499	0.00132794625384367	0.00290338841217173	0.344029216555952	0.730824314042536	0.988420316070007
2R	1188507	1205775	0.000181313427835687	0.0029258052637789	0.347236111727679	0.728413943389487	0.988382443279263
2R	1205811	1233616	-0.00258008556189357	0.00310165190940536	0.372392265174482	0.709600811990369	0.988078107464825
2R	1233647	1258055	-0.00393946367624215	-0.00217559074581439	-0.382556033883331	0.702048974582737	0.987951410558634
2R	1258346	1275992	-0.00361457027023885	-0.00177855285346131	-0.325756848953492	0.74460832888391	0.988632239666947
2R	1275998	1294245	0.000546042228854254	-0.00333495056506801	-0.54841096622679	0.583409748261003	0.985536708039041
2R	1294316	1310878	-0.000301941498940592	-0.0094863029649615	-1.4284070806013	0.153174722342191	0.947062945506546
2R	1310887	1326175	-0.000615485032281662	0.00108974993613775	0.0845749196735882	0.93259933881216	0.990902878057555
2R	1326177	1341551	-0.00530276371428198	-0.000688003453637861	-0.169745752207563	0.865210091101794	0.990201266836758
2R	1341557	1364848	-0.00239209188533747	0.0013122875942137	0.116410565183383	0.907327162517513	0.990651860669739
2R	1364853	1381696	-0.00354005782412421	0.00172071718489095	0.174839416178454	0.86120581570375	0.990156154989864
2R	1381735	1397928	0.00129209080123373	-0.00426964178883023	-0.68212540682118	0.495159656510106	0.983002794347924
2R	1397947	1415293	0.00166540594085952	-0.00464732477417943	-0.736155730230778	0.46163593009636	0.981790943322059
2R	1415313	1433160	-0.00444660649856489	0.00185476272814099	0.194015615092257	0.846163655142683	0.98998291493224
2R	1433164	1450536	-0.00408310057103764	-0.00261816676773068	-0.445869782516623	0.65569131089351	0.987110549749442
2R	1450777	1466546	-0.00429810843108236	-0.00138523699032694	-0.269490127624685	0.787552538317971	0.989245442345718
2R	1466673	1485722	-0.00219576212881838	-0.00175946710182255	-0.32302649208395	0.746675178893094	0.988663349708425
2R	1485734	1504547	-0.00289889118560457	-0.00169206925143681	-0.313384734857088	0.753988380372924	0.988772073309176
2R	1504568	1522695	-0.0019972551639863	-0.00653277918683265	-1.00588382400636	0.314471458376771	0.973495433016455
2R	1522701	1540124	0.000432466209815071	-0.00435662680513461	-0.694569251910916	0.48732528732708	0.982734260699965
2R	1540147	1555363	0.00515692609926259	0.00153521147424513	0.148301462578946	0.882104861152959	0.990387135849255
2R	1555373	1572222	0.00103623607940352	0.000253525791326013	-0.0350530824862648	0.97203741315128	0.991268749195672
2R	1572225	1591005	0.000499734401548453	0.000340593119840098	-0.0225974620307223	0.981971368318058	0.991356314005938
2R	1591068	1608463	-0.00268952077201306	-0.00315420441290831	-0.522553902405925	0.601284726737508	0.985960636021745
2R	1608493	1631131	-0.00042078281115204	0.000138707386668415	-0.0514786980889598	0.958944075803759	0.991150588460702
2R	1631143	1652518	0.00256134323850019	-0.00321888284489107	-0.531806626868541	0.594859932528826	0.985811155134959
2R	1652519	1670401	0.00330421360444201	-0.00600178043880341	-0.929920555341803	0.352412219363147	0.976281238157433
2R	1670415	1687398	0.000409216500564931	-0.00520212653874104	-0.815524195134656	0.414772320872269	0.979775178569938
2R	1687400	1704928	0.00065166048669824	-0.0057548322640161	-0.894592806232765	0.371004798760814	0.977443070880915
2R	1704932	1724737	0.00194397597088309	-8.89071168858249e-05	-0.0840406236106519	0.933024133024612	0.990906982201825
2R	1724746	1750661	0.000976255971108417	-0.00319102927132659	-0.527821968712944	0.59762290781738	0.985875827541681
2R	1750665	1770126	0.00336284700951245	0.00508877583075549	0.656664928467034	0.51139639002952	0.983533566000648
2R	1770128	1789162	0.00322008875624116	-0.000585310147090491	-0.155054720892967	0.87677817787249	0.990329299672572
2R	1789168	1806718	0.00323054244711129	0.00368222052528192	0.455446867298725	0.648787784296155	0.986975183945796
2R	1806720	1825409	0.000846998084139159	0.00284774453542625	0.336068951537546	0.736818871191618	0.988513443077927
2R	1825413	1843825	0.00245708462380398	0.00227893758981905	0.254696942681049	0.798957177778517	0.989397329604276
2R	1843838	1861661	0.00209428531217456	0.0094617090872219	1.28224513001363	0.199756669361565	0.958900159876858
2R	1861663	1876604	0.00161741365390797	0.000121600191159752	-0.0539260079806397	0.95699411543745	0.991132716890086
2R	1876621	1894538	0.00297503340082301	-0.000757981637786199	-0.179756645119923	0.857343621284718	0.990112248531063
2R	1894580	1911719	0.00480429907111555	0.00532661568395626	0.690689665314121	0.489760585345042	0.982818638237527
2R	1911745	1931006	0.00262463911006631	0.000840008111258622	0.0488475184123244	0.961040813130816	0.991169725053501
2R	1931026	1955715	0.00717464883863888	0.00281341314529208	0.331157594171698	0.740525449636767	0.98857028000982
2R	1955717	1974465	0.00582392068424572	0.0051382586269894	0.66374380569328	0.506854297217735	0.983388455936244
2R	1974500	1998451	0.00431999593584845	0.00572008447181107	0.746978263646721	0.455076681630082	0.981533333747287
2R	1998453	2012905	0.00283623924883252	0.00421763417416349	0.532041719937473	0.594697100616449	0.985807325275973
2R	2012909	2033368	0.000817716325869987	-0.00186074850743562	-0.337515540605936	0.735728299026996	0.988496612384782
2R	2033431	2053811	0.00393093031883629	0.00568621905226903	0.742133566794501	0.458006414154532	0.981649291895209
2R	2053838	2072102	0.00203046247083138	0.00534165177735959	0.692840688846854	0.488409534346085	0.982771929520844
2R	2072114	2087528	-3.23816136121693e-07	0.00276518675818736	0.324258455493964	0.745742369570913	0.988649330254887
2R	2087531	2107979	-0.00211105753960684	-0.000818251381211047	-0.188378674322661	0.850579815845419	0.990034404760716
2R	2108013	2128013	0.000374164935198689	-1.95861235326522e-05	-0.0741237466656033	0.940911920127537	0.990982522769826
2R	2128092	2146795	-0.000204170930992883	-0.000478041197375312	-0.139709110236028	0.888889828080231	0.990459811589173
2R	2146801	2169798	0.00562832219835061	0.00609615346797937	0.800777694056619	0.423260354551683	0.980172724042122
2R	2169803	2196151	0.00379434383859299	0.000674859025310439	0.0252217294021842	0.979878104911613	0.991338008886494
2R	2196155	2214384	0.00741658743215485	-0.000657894001282299	-0.165438374031783	0.868598951683593	0.990239123681473
2R	2214390	2234936	0.00686219466345248	0.00321764847001138	0.38898642463377	0.697286188700183	0.987870111400904
2R	2234940	2251469	0.0115111970314399	0.00597743461179041	0.783794090231372	0.433160942097045	0.98061712419825
2R	2251484	2268453	0.00842969114383394	-0.00941995308093572	-1.41891524265475	0.155923727859377	0.947947668954803
2R	2268493	2281600	0.00832982720114482	0.00331185462657662	0.402463306844096	0.687343087452868	0.98769679935417
2R	2281618	2300309	0.00766155254723821	-0.000568883528696377	-0.152704772553251	0.878631096957443	0.990349497111132
2R	2300327	2317176	0.00649126584324482	-0.00193770592130119	-0.348524863559891	0.727446044502032	0.988367165426696
2R	2317188	2332058	0.00175938108316201	0.00592518275312921	0.776319078298794	0.437560611111611	0.980808278520099
2R	2332100	2348659	-0.00214600194265132	-0.00245542230912481	-0.422587993098799	0.672595888378635	0.98743043264236
2R	2348661	2365380	-0.00173825946737906	-0.00351583773615126	-0.574288203839809	0.565772790281663	0.985092561976736
2R	2365381	2386022	-0.00125528691669522	-0.00974110622834272	-1.46485855779342	0.142959511527793	0.943494055041794
2R	2386036	2404111	0.00134098527455363	-0.00294812258809973	-0.493072384637914	0.621961442562783	0.986421028110357
2R	2404112	2419794	0.000947378619201086	-0.00168039040417167	-0.311713990028053	0.75525789484616	0.988790734800165
2R	2419829	2436129	0.00189091595217429	0.000388357801506168	-0.0157643737051039	0.987422370568061	0.991403620730726
2R	2436133	2451969	0.000979438929206288	-0.00037789489803031	-0.125382446997857	0.900220783714203	0.990578761321089
2R	2451971	2469590	-0.00256425906585058	0.00468493875445394	0.598893070364435	0.549244192758852	0.984650833094861
2R	2469598	2487629	-0.00497514651621495	-0.00205716791913272	-0.365614779252085	0.714652545328208	0.988161383214974
2R	2487665	2506058	-0.00138412940390638	0.00849031662593708	1.14328030798878	0.252922228258311	0.96725667594828
2R	2506060	2521158	-0.000982840825828871	0.00848961773542573	1.14318032657097	0.252963728747509	0.967261871860398
2R	2521171	2535989	-0.00341711060378864	0.00332797706339438	0.404769739776489	0.685646773797109	0.987666736219971
2R	2536004	2550761	-0.00485854071254445	0.00152639685100094	0.147040466020742	0.883100080171666	0.990397865145657
2R	2550811	2566700	-0.00239369511606424	0.00119296296215938	0.0993403006739421	0.920868081339928	0.990788054255108
2R	2566701	2584078	-0.00165747164065537	0.00456401697977374	0.581594322878648	0.560839967800097	0.984963416368013
2R	2584135	2599049	-0.00173793426117057	-0.00166579657511748	-0.309626235656876	0.756845202923861	0.988813980675597
2R	2599050	2618361	-0.00439404353432431	-0.0022898297933497	-0.398898768196951	0.689967796864994	0.987743028352898
2R	2618371	2638156	-0.00295559363660617	-0.00392619602125304	-0.632992968729755	0.526738234609154	0.984005498426223
2R	2638159	2657535	-0.00274220888192622	-0.00143399575555304	-0.276465426900566	0.782190610534992	0.989172517930352
2R	2657536	2677324	-0.00322414270882118	-0.00102499258056327	-0.217954520459233	0.8274645469269	0.989758866317811
2R	2677335	2696324	-0.00491975416355354	-0.00143077476422917	-0.276004640448225	0.782544502063989	0.989177361468942
2R	2696335	2713041	-0.00402845981163036	-0.000229181779016365	-0.104107943704719	0.917083686952403	0.990750392284002
2R	2713067	2733208	-0.00155104767336029	0.0047520366399618	0.608491915413645	0.542861266341562	0.984473160816413
2R	2733218	2751198	-0.00354739236398166	-0.000542107961941211	-0.14887433118476	0.881652796216779	0.990382254286368
2R	2751200	2768630	-0.00471014108663796	-0.0038172009686037	-0.617400426377748	0.536970640855206	0.984305502987081
2R	2768632	2787315	-0.00323442561107011	-0.00165619993687036	-0.308253366112176	0.757889547807812	0.98882922242734
2R	2787328	2804012	-0.00186731667815853	-0.00175478173217242	-0.322356215562873	0.747182850157571	0.988670965099608
2R	2804033	2821649	-0.00490676721571601	-0.00233565190094568	-0.405453957042515	0.685143856200036	0.987657794942343
2R	2821683	2837454	-0.00642062122844424	-0.000935222633506714	-0.205112270582809	0.83748440971014	0.989880153720327
2R	2837459	2861571	-0.00313394028897906	-0.00566495918138173	-0.881735802054875	0.377919695363535	0.977846657626788
2R	2861580	2881973	-0.00457796036448476	0.00262450319347757	0.304132638884414	0.761026841629702	0.988874761052677
2R	2881987	2899605	-0.00614529993467612	0.00100569017802862	0.0725495542413327	0.942164570753243	0.990994403946315
2R	2899617	2914016	-0.00353038078467902	0.000596694378619012	0.014039702930883	0.988798305794806	0.991415480098571
2R	2914028	2929248	-0.00493640398950556	0.00244510727176191	0.27846873543984	0.780652561756917	0.989151416953043
2R	2929250	2943195	-0.00518739866789601	-0.00285175986314767	-0.479286989489716	0.631734476617101	0.986628288010952
2R	2943203	2963974	-0.00210204313076568	-0.00396951139731722	-0.639189551229209	0.522699628622599	0.983883909545017
2R	2963979	2980135	-0.00169580887131184	0.00529953630862424	0.686815761898626	0.492198835912601	0.982902295891898
2R	2980172	2997299	-0.00321611697520144	0.0104463286082476	1.42310218002671	0.154706536497622	0.94755961070364
2R	2997306	3013088	-0.00318259747218587	-0.00102521979669251	-0.217987025394386	0.827439220587251	0.989758556066501
2R	3013207	3034547	-0.00321212418335253	0.00272174292510911	0.318043496275719	0.750451943261599	0.988719759561313
2R	3034549	3054068	-0.00314525226918651	-0.00318051272704871	-0.526317499858039	0.59866762607844	0.985900127713646
2R	3054092	3074600	0.000729595472374447	0.000782373892791494	0.0406025204006737	0.967612774826174	0.991229173667249
2R	3074619	3094182	0.000199205864603538	-0.000595060212445405	-0.156449539311656	0.875678691159628	0.990317274883026
2R	3094238	3110321	-0.00229604900823705	0.000176415219609009	-0.0460843157951117	0.963243046908797	0.991189735582007
2R	3110330	3126763	-0.00176681281138662	0.0043791507136722	0.555147846514995	0.578793538234182	0.985423036497452
2R	3126780	3141646	0.000686396183798883	0.000387311437756764	-0.0159140637202157	0.98730295019729	0.991402589885182
2R	3141665	3159162	0.00181048370294824	0.00369847323447121	0.457771936650121	0.647116299613112	0.986941980490296
2R	3159163	3174682	0.00137424638337541	0.00531985270782152	0.689722171934896	0.490368919971836	0.982839587070017
2R	3174684	3192429	0.00305089176097349	0.0112854182795803	1.54314011678959	0.122796782996603	0.934820746469051
2R	3192432	3268569	0.000941147874679762	0.00684933421109721	0.908525728029908	0.363600527052955	0.976994294651179
2R	3268728	3289116	-0.000660810415646395	0.00659788374946661	0.87255389373922	0.382906280607648	0.978128850528947
2R	3289119	3303905	0.000992150176468927	0.0122331884709096	1.67872559969968	0.093205534389121	0.9158683546797
2R	3303922	3322279	0.00322061805907732	0.0103492306930007	1.40921161051022	0.158772605610292	0.94883386253646
2R	3322294	3341665	0.00459673202727656	0.0247911532584171	3.47523464341011	0.000510406685236585	0.0688097055205598
2R	3341745	3362491	0.0040947026903525	0.0157318941866068	2.17924113433346	0.029313759641645	0.773948025940835
2R	3362498	3380492	0.0150916498649879	0.0231601993725125	3.24191471812913	0.0011872954600772	0.125310727269943
2R	3380497	3402609	0.019718200239586	0.0231752788720314	3.24407195122532	0.00117833976802263	0.12456164232422
2R	3402621	3424614	0.0135690371116183	0.0264464899085423	3.7120427020928	0.000205593290070734	0.0350701716193954
2R	3424615	3462745	0.0143451319840954	0.0242494340584235	3.39773773539932	0.000679455234687084	0.0830065465111626
2R	3462760	3563321	0.0119024702723887	0.0313013009894607	4.40655906361753	1.05025679598367e-05	0.00320584545879556
2R	3563325	3652255	0.0217933336726232	0.0592912519215299	8.41072700271666	4.07477126615887e-17	5.67645264644869e-14
2R	3652270	3667995	0.0308196295012133	0.0706582288009126	10.0368564838068	1.04965985008765e-23	2.92450498185518e-20
2R	3668002	3685310	0.0231557581154663	0.0584657536135499	8.29263341024784	1.1076832111292e-16	1.32264278715523e-13
2R	3685311	3703775	0.0176762766108582	0.0530579092214792	7.51900157406063	5.51961209636471e-14	4.9647642874136e-11
2R	3703780	3720612	0.00952622843726181	0.032153253284606	4.52843709313399	5.94215658123315e-06	0.00199199757321586
2R	3720628	3739786	0.0166357049764756	0.0500700594801556	7.09156773646337	1.32601146998089e-12	9.23615195349333e-10
2R	3739791	3755780	0.0105076299179452	0.0351577212384377	4.95824828801536	7.11316210116148e-07	0.000270249599947499
2R	3755781	3770483	0.00168001652462531	0.0168283335334854	2.33609483124037	0.0194862996406193	0.694744366730704
2R	3770503	3787412	0.0023198561748456	0.0237581648773786	3.32745807292397	0.000876421764338712	0.09796581236768
2R	3787415	3807972	0.0055099089010856	0.0301501520287349	4.24187875485771	2.21656433995337e-05	0.00580856741523619
2R	3807980	3825026	0.00571292060761508	0.0239349798097088	3.35275274689138	0.000800121496759312	0.0916132126888914
2R	3825027	3844594	0.00678581036606291	0.0146838066787333	2.02930452291949	0.0424272829237422	0.832084675447462
2R	3844596	3860021	0.00520835790602865	0.0289799477763298	4.07447244674914	4.6118772804888e-05	0.0104184006111416
2R	3860031	3879812	0.00243576092133807	0.0242834394758469	3.40260245997612	0.000667473227847097	0.0820885830477404
2R	3879837	3900942	-0.00321013370994823	0.00385622096038445	0.4803389067781	0.630986427869633	0.986612647765136
2R	3900944	3919124	-0.003249339830872	0.00855528079437471	1.15257390914869	0.249085317382048	0.966769058663493
2R	3919227	3935491	0.000910510785144902	-0.000454417726565618	-0.136329599330275	0.891560725440617	0.99048811980464
2R	3935496	3951833	-0.00167748922682936	0.00159809472592663	0.157297373322071	0.875010490276423	0.990309952329886
2R	3951841	3966037	-0.00209892771582685	-0.00607381048232946	-0.940224981799674	0.347102170133446	0.975927118024312
2R	3966087	3982102	-0.00419292687790616	0.000923977078296956	0.0608598955154561	0.951470788951954	0.991081701021197
2R	3982111	3998921	-0.00120475152380689	-0.0127541806612151	-1.89590097267681	0.057973140309847	0.871317977436201
2R	3998926	4020253	-0.00458646609054283	-0.00597840346526856	-0.926576307680611	0.354146560791988	0.976394652760329
2R	4020257	4037079	-0.00418280473447892	-0.0072606306562092	-1.1100083194432	0.266995441518169	0.968928937153942
2R	4037080	4058157	-0.00448898165549844	-0.000286025395544013	-0.112239840305569	0.91063324073497	0.990685483216085
2R	4058163	4079219	-0.0031115726847881	0.000696831486395215	0.028365051247667	0.977370998042932	0.991315982500741
2R	4079224	4105749	-0.0015438232895852	-0.0073243961100886	-1.11913043568648	0.263084497193835	0.968481601143404
2R	4105779	4127951	0.00187976251083539	-0.00739459879520694	-1.12917344511053	0.258824673487802	0.967979471055587
2R	4127958	4153087	-0.0018516367541892	0.000779694512389532	0.0402192153663696	0.967918358376548	0.991231918444055
2R	4153088	4176398	-0.000813108358917247	0.0017581917200991	0.180200423519171	0.856995225954962	0.990108268612815
2R	4176412	4191673	0.00175940379995338	-0.0043968859940173	-0.70032862440033	0.483722099529908	0.982607887089407
2R	4191704	4208518	0.00336307460287723	-0.00591316367842054	-0.917243277283935	0.359015173508557	0.976707309112178
2R	4208522	4229548	-0.00117675816804762	-0.00213321941306702	-0.376494503710031	0.70654930083284	0.988027234551389
2R	4229551	4246305	-0.00193887475038921	-0.00193753352466915	-0.348500200956212	0.727464562927914	0.988367458108832
2R	4246310	4263515	-0.00442597541030307	0.000402254802172236	-0.0137763057498668	0.989008446013325	0.991417288445192
2R	4263519	4280180	-0.0034045191036018	0.00436241536869773	0.552753732571775	0.580432054218442	0.985463587999256
2R	4280195	4300187	-0.00320046292636142	0.00672421106132974	0.89062594299799	0.37312987659907	0.977568657121859
2R	4300212	4315948	0.000627861172853296	0.007996675400786	1.07266130719221	0.283423106835769	0.970677058059674
2R	4315957	4335705	0.00454940146577064	0.00335019987746138	0.407948876453778	0.683311208341537	0.987625102651282
2R	4335736	4352615	-0.00168101525528739	0.000550567997156294	0.00744098547518155	0.994063007359075	0.991460556713871
2R	4352616	4370548	-0.00255816241991785	0.00381948161569934	0.475083073838319	0.634727762346974	0.986690507815848
2R	4370552	4389149	-0.0013608669023842	0.00198663771475034	0.212881299945791	0.831419548553112	0.989807086076062
2R	4389162	4404062	0.00229940539172206	-0.000517400420936428	-0.145339736080058	0.88444264292825	0.990412301207988
2R	4404075	4419119	0.000174654613995692	-0.000981602930702291	-0.211747312547946	0.832304174843507	0.989817809448488
2R	4419123	4438127	-0.000563361609367118	-0.00336946156490625	-0.553348018079219	0.580025126384337	0.985453538047751
2R	4438137	4455511	-0.0014253443947979	-0.0053748098159978	-0.840227805515691	0.400780671009201	0.979083878253415
2R	4455518	4474501	-0.00217699751564712	0.000457917593722499	-0.00581333482979427	0.99536165601791	0.991471603109751
2R	4474503	4495598	-0.00185576257445603	-0.00197562748838649	-0.353949822092039	0.723376488136422	0.988302487197681
2R	4495599	4514753	-0.00314399126691353	-0.00635080104951115	-0.979850515664795	0.327159912365409	0.974497161257422
2R	4514767	4531631	-0.00214333162710851	-0.00603964479492079	-0.935337329425038	0.349614483228667	0.976095969535805
2R	4531641	4549343	-0.00271197941082878	0.00137901705878236	0.125956704912873	0.8997661960219	0.990574046307466
2R	4549353	4570936	-0.000978978055617488	0.00384781028667338	0.479135698165773	0.631842095289324	0.986630535101841
2R	4570949	4589106	-0.00237127267667322	0.00318485490063342	0.384295063815362	0.700759766150581	0.987929511969093
2R	4589180	4608103	-0.000840047355711598	-0.00171859522204758	-0.317179469664981	0.75110742710826	0.988729492764349
2R	4608117	4623397	-0.00326092828907746	0.000763185987644143	0.0378575497218767	0.969801259182043	0.991248792984327
2R	4623443	4640867	-0.00279895334390172	0.00417587433323603	0.526067668157625	0.598841191885791	0.985904156761107
2R	4640869	4663188	-0.00239449968150773	-0.00522648349830516	-0.819008636990853	0.412781485855197	0.979679616878298
2R	4663194	4688123	-0.000627525870089448	0.00162005433137675	0.160438856074651	0.872535383318883	0.990282731833353
2R	4688132	4710301	-0.00175338333065008	0.00308305909539586	0.369732426651179	0.711581868268593	0.988110903612577
2R	4710305	4735727	-0.00387001671439998	-0.00292006783966379	-0.489058946940245	0.624799964719171	0.986481884655821
2R	4735827	4756625	-0.00335014602384297	0.00244594194385156	0.278588141409117	0.780560914339516	0.989150157016499
2R	4756661	4777849	0.000266887487467813	-0.0072721450687542	-1.1116555406785	0.266286282396294	0.968848768055481
2R	4777851	4797183	7.48230774572747e-05	-0.00417378508494847	-0.668412401701499	0.503870381289266	0.983291726169631
2R	4797202	4816709	-0.00136567424372894	-0.00256857877003681	-0.438775855449306	0.660823956803157	0.987209382115808
2R	4816712	4840551	0.00109746198791647	-0.0013712113836138	-0.267483661630389	0.78909679216721	0.989266262990047
2R	4840554	4860387	0.0019542623774376	0.00931133789988692	1.26073342787623	0.207404906001313	0.960355667645909
2R	4860400	4883376	0.0002937734825947	0.0114092604590289	1.56085664961452	0.11855757761847	0.932647135168913
2R	4883382	4908773	-0.00410656102687128	0.00700524699067355	0.930830195615099	0.351941407444706	0.976250261806229
2R	4908796	4931660	-0.00413050545031958	0.00209226618915868	0.227992228568292	0.819652282140444	0.989662265156174
2R	4931661	4957006	0.00111612726714523	0.00762286465642736	1.01918493628023	0.308115176733234	0.972963438353073
2R	4957028	5001951	-0.00231937526901242	0.00237771485383249	0.268827755365732	0.788062233612317	0.989252323316913
2R	5001978	5023539	-0.000890865799103121	0.00386568881798823	0.481693353306464	0.630023798455236	0.986592467137982
2R	5023547	5068594	0.000812472127978994	-0.000119164352685845	-0.0883691432929565	0.929583285411045	0.990873631617638
2R	5068607	5112301	-0.00529196706840736	-0.00219025136622404	-0.384653343248185	0.700494266995912	0.987924992292505
2R	5112303	5138461	-0.00456342302514308	-0.00184580943697202	-0.335378396916922	0.737339662035429	0.988521463028965
2R	5138462	5155288	-0.00313530736401565	-0.0036164434823181	-0.588680594318381	0.556075558033696	0.984836537695341
2R	5155300	5168248	-0.00277593313683753	-0.00584439448171181	-0.907405338899298	0.364192487177354	0.977030829329768
2R	5168308	5185810	-0.00242357516389915	-0.00412992541956607	-0.662137954619757	0.507882813397861	0.983421538360726
2R	5185811	5208329	-0.00265758472019793	0.00619734864228602	0.815254406557245	0.414926700918657	0.979782551399271
2R	5208331	5226943	-0.00444236550179729	0.00242880282721802	0.276136264966209	0.782443407686849	0.989175978282321
2R	5226959	5246358	-0.00259576717469269	0.00888403407955204	1.19960447978368	0.230292985919408	0.964154555002179
2R	5246401	5266935	-0.000923912982445053	0.000887586287038633	0.0556539257019086	0.955617504539759	0.991120056591563
2R	5266939	5287734	0.000712356108748089	0.00320584462064501	0.387297797336584	0.698535756018416	0.987891547072674
